user_id,t_start,t_end,lat,lon
0,8,20,40.041244517624044,-75.60050819435179
1,8,20,40.037189343968684,-75.59849402950277
2,8,18,40.04004982058736,-75.6044209709836
3,8,19,40.040665732545975,-75.59917157781263
4,8,19,40.03798259403933,-75.59681840543013
5,8,20,40.035479188576424,-75.59201230228162
6,8,20,40.03668513607016,-75.59978064964402
7,8,20,40.03679067283677,-75.59626914363615
8,7,18,40.03887715755328,-75.59675613688499
9,7,19,40.042485123516464,-75.5947675531597
10,7,18,40.031522961931714,-75.59737519237184
11,7,18,40.03765933556406,-75.58903673457692
12,7,17,40.03840806666848,-75.59525619609302
13,7,17,40.035481495937056,-75.58916005112627
14,7,19,40.035978903645045,-75.59613399918986
15,7,18,40.035764658546654,-75.59884405701834
16,9,19,40.04214797673474,-75.59582325480328
17,9,19,40.03487027971778,-75.59839662924105
18,9,20,40.03864528457833,-75.60541740112535
19,9,20,40.04417716193109,-75.59227232551005
20,9,21,40.03877535877284,-75.60505035088636
21,9,21,40.035621816811485,-75.60226617457715
22,9,21,40.03975392657042,-75.6001786500458
23,9,21,40.03982586833523,-75.5885797061841
24,26,37,40.039745433206264,-75.59736082581941
25,26,37,40.03641547700811,-75.60205477192154
26,26,36,40.034004360409114,-75.59926918345224
27,26,37,40.03610191436016,-75.58888455379073
28,26,38,40.04203234012377,-75.59099588072112
29,26,36,40.03871742006769,-75.58788166454985
30,26,36,40.03218487232065,-75.59435212861167
31,26,36,40.03979132673583,-75.59565962549358
32,24,35,40.041174301120364,-75.59720094365183
33,24,36,40.03903243296332,-75.5972741444963
34,24,34,40.03792331438047,-75.58790583457137
35,24,34,40.03827756512059,-75.58960321890376
36,24,34,40.04279932522179,-75.5982124282671
37,24,36,40.038406779639445,-75.59634354935392
38,24,34,40.03449357378166,-75.5953100700498
39,24,36,40.037297366055654,-75.59396693247079
40,2,14,40.03923697208857,-75.59274226794925
41,2,14,40.03820051774124,-75.60227325288355
42,2,14,40.032633589933816,-75.59464173172698
43,2,13,40.038314168929325,-75.59677217779857
44,2,14,40.03598001960271,-75.59928860091081
45,2,13,40.036667219448724,-75.59553674436512
46,2,13,40.03865080644961,-75.59704175355535
47,2,13,40.03824287293296,-75.59925635680398
48,13,23,40.03948422271415,-75.59820184817731
49,13,25,40.03863095684318,-75.59626011174629
50,13,23,40.0361409010765,-75.59562433426669
51,13,24,40.03980372187094,-75.59590841157917
52,13,23,40.0378883224366,-75.60252198392718
53,13,25,40.0360951259646,-75.60048026872424
54,13,25,40.03804175254582,-75.5969354345818
55,13,23,40.03544563702878,-75.59229703882818
56,16,26,40.04080322691725,-75.60187820377661
57,16,28,40.03951012355919,-75.60093062121747
58,16,28,40.039532585224194,-75.60143830719622
59,16,28,40.03851936896746,-75.58947256743456
60,16,28,40.041864086731536,-75.59748469447744
61,16,26,40.03413491313629,-75.59389520086539
62,16,28,40.0391955838539,-75.59698711880046
63,16,28,40.04145247755093,-75.60020205041918
64,1,11,40.04305118828621,-75.59733149384748
65,1,13,40.03424624933182,-75.59612681564109
66,1,12,40.03807186391523,-75.59633423788691
67,1,12,40.035788622869624,-75.59691175374155
68,1,13,40.036240006766945,-75.59036018226693
69,1,11,40.0370485992522,-75.5963732305691
70,1,11,40.03889211473981,-75.59651519235081
71,1,12,40.038274227105354,-75.60559184225434
72,10,20,40.03596399932603,-75.59895969991288
73,10,22,40.03971334426199,-75.59916954674716
74,10,22,40.04111816935395,-75.59783444271599
75,10,20,40.04307712295547,-75.5937909026761
76,10,20,40.037817718576505,-75.59638527728447
77,10,21,40.03923336239666,-75.59744830679386
78,10,20,40.03751595531906,-75.596502562644
79,10,21,40.037618435830915,-75.59227335007525
80,28,39,40.04294619785488,-75.59665938368975
81,28,39,40.03701117405263,-75.60269563652474
82,28,38,40.037335232244985,-75.59334561363205
83,28,39,40.03920695975833,-75.5944521562651
84,28,39,40.03590279466112,-75.60150854775543
85,28,39,40.036484904033316,-75.59626214845018
86,28,39,40.03930680812171,-75.59930770464688
87,28,39,40.03862550823087,-75.59703040918042
88,4,16,40.03933875819621,-75.59925640058465
89,4,16,40.03343000206099,-75.59151270959445
90,4,14,40.04327569751538,-75.59264958191307
91,4,16,40.03903046154576,-75.59408920308798
92,4,15,40.03428713866858,-75.59617835653683
93,4,16,40.03625785816902,-75.598772598956
94,4,15,40.041942124628385,-75.60181747584666
95,4,14,40.03934273938271,-75.60237104046146
96,6,16,40.041675477812234,-75.59898980696578
97,6,17,40.037288040937206,-75.59693680227625
98,6,17,40.04278839593271,-75.60239281215726
99,6,16,40.04188204123673,-75.6008671907392
100,6,18,40.03395282281887,-75.5972611821907
101,6,16,40.039221151587284,-75.59544134238747
102,6,16,40.043165839677705,-75.59351800397934
103,6,16,40.04434168305986,-75.59636089456201
104,20,32,40.03608877791312,-75.59597905540046
105,20,32,40.04355963403311,-75.59098175917865
106,20,31,40.04077895510848,-75.59192204019557
107,20,31,40.03478914951215,-75.60126174172964
108,20,32,40.03957604107666,-75.59946299423626
109,20,30,40.040890805484786,-75.60199936609263
110,20,31,40.04419732533247,-75.59733618707463
111,20,30,40.039880558723205,-75.59717504723942
112,21,33,40.03560274035399,-75.58985875776233
113,21,33,40.04366843299105,-75.60095089109105
114,21,33,40.03428716592573,-75.59488810155919
115,21,31,40.03919401634101,-75.59559226577166
116,21,33,40.041695428284235,-75.59036537135195
117,21,32,40.03840058152642,-75.59287369850948
118,21,32,40.04014317113988,-75.60460639325343
119,21,32,40.03368500592598,-75.59721515505204
120,25,37,40.03744162612354,-75.59731952520443
121,25,37,40.036242436513035,-75.59794414053647
122,25,36,40.036546690138685,-75.59958641044584
123,25,35,40.03845292294935,-75.59807203564574
124,25,35,40.03885792181918,-75.59337300107816
125,25,37,40.03901197511775,-75.59772127356221
126,25,36,40.04175508107142,-75.58939945902563
127,25,37,40.04445062642511,-75.59209542084703
128,19,31,40.041350306907574,-75.59730731531147
129,19,29,40.039434192633486,-75.5959802978349
130,19,30,40.0370955983064,-75.60069889122595
131,19,29,40.032203747849415,-75.59265000695564
132,19,29,40.038207165213805,-75.59218193249868
133,19,29,40.040516385849244,-75.59047270556054
134,19,31,40.03345033614901,-75.59322259125798
135,19,29,40.03919960826106,-75.5964838508245
136,17,27,40.03737510087664,-75.59663240203454
137,17,29,40.03999650740865,-75.59880503089428
138,17,27,40.037688600098996,-75.59648762209937
139,17,29,40.03730670664068,-75.60314647752526
140,17,28,40.04138506130214,-75.58962598950836
141,17,28,40.04481009135848,-75.59896063405066
