user_id,t_start,t_end,lat,lon
0,22,33,40.03781537351293,-75.59532717585604
1,22,34,40.03955590361385,-75.60554494468018
2,22,32,40.034907016536366,-75.59671402128873
3,22,33,40.038250429270036,-75.59717308826873
4,22,32,40.04373705422592,-75.59073525525535
5,5,17,40.04226671599054,-75.59337910852234
6,5,15,40.037122614874356,-75.5956582281679
7,5,17,40.03708270940744,-75.59078917584691
8,5,16,40.04090344091326,-75.5930640121126
9,5,15,40.03862914469287,-75.58754051245994
10,24,36,40.03969588543951,-75.60048148384155
11,24,34,40.037764819574484,-75.59646578752098
12,24,35,40.03886197669192,-75.5968447022765
13,24,36,40.04049195047176,-75.59887031258806
14,24,34,40.04099111112467,-75.59950190527545
15,27,37,40.03235096992075,-75.59774736805207
16,27,37,40.036250241619136,-75.59582294119599
17,27,37,40.038581338657366,-75.59650067240452
18,27,39,40.03734092646542,-75.59574404422106
19,27,39,40.042606810189085,-75.60091301223356
20,8,18,40.03803470686788,-75.59335008119034
21,8,20,40.03961744435008,-75.59652387184255
22,8,18,40.040352128824885,-75.59338183866663
23,8,18,40.03342095130008,-75.60268502633825
24,8,20,40.03904570746679,-75.59064407455095
25,9,21,40.03411210368648,-75.59574157391125
26,9,19,40.04192186315763,-75.5954052655164
27,9,19,40.03890104320451,-75.58784074641247
28,9,21,40.038942690731304,-75.60145925816056
29,9,20,40.039753924113214,-75.59400767601277
30,25,36,40.03398529632704,-75.60142883314141
31,25,35,40.039300972011816,-75.60231261013438
32,25,35,40.03700956447737,-75.59644339671843
33,25,37,40.041280691206715,-75.6036821179408
34,25,35,40.04178239216589,-75.59953074993282
35,26,37,40.038420891171924,-75.59526142730198
36,26,38,40.03566588110121,-75.59861094150551
37,26,36,40.03894507439679,-75.59694829623395
38,26,36,40.03702255360579,-75.59758983672464
39,26,38,40.04009791116436,-75.59652829663206
40,2,13,40.04216684721651,-75.59871794288732
41,2,13,40.032220016275296,-75.59700695947579
42,2,12,40.03955142800226,-75.59626873429855
43,2,12,40.04291253779164,-75.59620512199314
44,2,13,40.0371302077475,-75.59540106797994
45,20,30,40.03782580630481,-75.5955048359547
46,20,32,40.040820579578394,-75.6015871784957
47,20,30,40.03854386837853,-75.59655401106397
48,20,30,40.0372144280702,-75.59871909051934
49,20,31,40.0413644347631,-75.59646437218272
50,3,13,40.03789139027639,-75.59681477889794
51,3,14,40.0386769497067,-75.59664346315594
52,3,15,40.04206510348085,-75.59237384172745
53,3,14,40.03761931695169,-75.59599508531532
54,3,14,40.03986294512315,-75.59299334821067
55,17,29,40.03965957180477,-75.59948294487945
56,17,28,40.03747951935573,-75.59779392682925
57,17,28,40.03504387749812,-75.59765780534677
58,17,27,40.03804104816598,-75.59442386937195
59,17,29,40.035919489745794,-75.5975936378446
60,19,30,40.03874629141049,-75.59173926738629
61,19,30,40.041510569845855,-75.59447537700873
62,19,31,40.03876820966103,-75.59719732831654
63,19,29,40.04389585705726,-75.59374716427139
64,19,31,40.03510020702815,-75.60220054812609
65,10,21,40.03809045083453,-75.59349293289964
66,10,22,40.03213052810734,-75.59878069096456
67,10,20,40.037269070114085,-75.59417445569447
68,10,21,40.03826066344495,-75.59657969335389
69,10,21,40.03662370603387,-75.605281747577
70,15,27,40.03966723875688,-75.59648563072538
71,15,25,40.0428909634514,-75.59271575908959
72,15,26,40.04238803404639,-75.59424218652623
73,15,27,40.03801489268802,-75.59281312141579
74,15,26,40.034369376489465,-75.59980431733976
75,21,32,40.040520706197896,-75.59859180277046
76,21,33,40.0427336117652,-75.59594834807471
77,21,31,40.038926326563704,-75.59609730165842
78,21,31,40.0363071718178,-75.59654959587395
79,21,33,40.037906070857034,-75.60327285730145
80,13,24,40.03598279988402,-75.59807762046553
81,13,25,40.041514251810234,-75.59796362068309
82,13,25,40.032855072251664,-75.596765388548
83,13,25,40.04001088529032,-75.60408842712941
84,13,23,40.04114688787695,-75.60036796614835
85,12,24,40.04447667974551,-75.59918795250569
86,12,22,40.03434431636659,-75.59412502056203
87,12,23,40.03888664692894,-75.59330033657598
88,12,22,40.04015542443153,-75.59020805320976
89,12,24,40.04013119378498,-75.60118095633106
90,6,17,40.036233370031475,-75.60117213600883
91,6,17,40.04002217301744,-75.60548877080012
92,6,17,40.036967889574406,-75.60157667663412
93,6,17,40.03886437031353,-75.59565287180773
94,6,17,40.043761055223015,-75.59247239445885
95,0,12,40.04117713939859,-75.58894477148755
96,0,10,40.03503532780919,-75.59778404902355
97,0,12,40.035824621305345,-75.59725713678672
98,0,12,40.044333922111555,-75.59289991489922
99,0,10,40.036588024504404,-75.59915615964567
100,6,18,40.04052369409354,-75.59225656084824
101,1,11,40.04134937959541,-75.59761272050393
102,8,18,40.03749002838597,-75.59924636455726
103,9,21,40.04375400427195,-75.59288460217196
104,19,30,40.03945816351932,-75.59993129642164
105,13,25,40.033230827273464,-75.59412703285065
106,16,27,40.04311241026945,-75.60291972229207
107,6,17,40.039011851524315,-75.592091686623
108,21,32,40.038487331390506,-75.59636618680008
109,7,19,40.03479518927146,-75.59360835107381
