user_id,t_start,t_end,lat,lon
0,10,21,40.042019698487024,-75.59529610630405
1,10,21,40.03783965515573,-75.60233785330769
2,10,22,40.03880576414907,-75.59596890799621
3,10,21,40.03909966080732,-75.59601135546617
4,10,21,40.04269130312178,-75.59839092037672
5,10,22,40.03705854580373,-75.59100372762472
6,10,21,40.03670046060254,-75.5957494852617
7,10,20,40.040848283736,-75.59604870321746
8,10,20,40.033585143814186,-75.59654301496306
9,10,20,40.04093777057971,-75.59623138067681
10,14,25,40.04072297611037,-75.59817488631919
11,14,26,40.039331922530415,-75.5967222958392
12,14,25,40.037781318107776,-75.59945774264504
13,14,26,40.0395865534246,-75.5925082408591
14,14,26,40.0386669468519,-75.59711771557383
15,14,24,40.038447293034515,-75.59725899896995
16,14,25,40.0372342429948,-75.60083295760943
17,14,24,40.038469807664576,-75.59096343098983
18,14,26,40.03636888020997,-75.59905333969894
19,14,26,40.03761063380122,-75.59084206349151
20,15,26,40.03922884736968,-75.59384397583752
21,15,27,40.03474286589514,-75.59512865057856
22,15,25,40.032864491655,-75.59825129165385
23,15,25,40.038152738879646,-75.59605783852298
24,15,25,40.0419091881633,-75.60185919979857
25,15,26,40.036216447305605,-75.59730978691309
26,15,27,40.04466123487964,-75.59400876167645
27,15,27,40.03908746566621,-75.59402144035451
28,15,26,40.044061688578495,-75.59091520243193
29,15,25,40.03567157449964,-75.58867091163019
30,22,34,40.03736820147467,-75.60127557849003
31,22,32,40.03407649023337,-75.60284283737592
32,22,34,40.03833411437699,-75.59991920361018
33,22,34,40.0322811946464,-75.59669737051905
34,22,32,40.04133195162465,-75.59984903458002
35,22,32,40.03763603006746,-75.59156746891402
36,22,32,40.036530289765764,-75.59461550471092
37,22,32,40.03824966326704,-75.59694456248863
38,22,32,40.038474269156914,-75.59090826924285
39,22,32,40.03741558349586,-75.59301485450823
40,5,15,40.03838889229287,-75.5960467325445
41,5,16,40.04050675289495,-75.59063235850695
42,5,15,40.041092164069745,-75.60197270348229
43,5,15,40.04279596754212,-75.59354444731446
44,5,16,40.04528793583823,-75.59947405393963
45,5,16,40.03789533327264,-75.59239937346315
46,5,15,40.03283007864745,-75.59557732853371
47,5,16,40.037627340473314,-75.5906532993724
48,5,15,40.03650269537931,-75.59545442777612
49,5,15,40.04478763033543,-75.59889891860887
50,11,21,40.04117412764975,-75.60021455000334
51,11,21,40.039350646026506,-75.60064628235419
52,11,22,40.04254222297732,-75.594964028889
53,11,22,40.03890468796933,-75.5965009602844
54,11,23,40.033778867216355,-75.59234532465834
55,11,23,40.038222302462756,-75.59634804843425
56,11,22,40.033173880413756,-75.59147644017322
57,11,22,40.03851082273493,-75.59590041038253
58,11,23,40.03883195018165,-75.5963866197875
59,11,21,40.04169201210674,-75.60342208931566
60,16,26,40.03889656688425,-75.59608182625475
61,16,28,40.03912677729309,-75.60096236240753
62,16,28,40.04485496012814,-75.59646140320139
63,16,28,40.03702293289948,-75.60190871623348
64,16,28,40.04031017380945,-75.5992310480397
65,16,28,40.03707281647256,-75.59210057411943
66,16,26,40.03691263612956,-75.59581982457286
67,16,27,40.03497275875496,-75.5925048492881
68,16,28,40.037252493885035,-75.5930916757284
69,16,28,40.03248595572519,-75.60041783463569
70,20,31,40.03264005406871,-75.60130441682684
71,20,32,40.04229817461949,-75.59762270069012
72,20,32,40.03471553291456,-75.60108522944435
73,20,31,40.04170149408879,-75.60372331680315
74,20,32,40.03884880099938,-75.59537624160987
75,20,30,40.039118431326884,-75.5971152293982
76,20,31,40.036098690404096,-75.59556552716946
77,20,30,40.03854399918139,-75.59662678584516
78,20,31,40.04146611822088,-75.58880170799473
79,20,30,40.04152325098622,-75.59403153672568
80,21,31,40.03803709946718,-75.59458107818642
81,21,33,40.043536737111175,-75.59517323067577
82,21,32,40.03534324782445,-75.59879259088522
83,21,32,40.038531023131036,-75.60089656598612
84,21,31,40.03558782070062,-75.59600729787105
85,21,32,40.038018944732464,-75.60212474818945
86,21,31,40.041447185650895,-75.60263575388477
87,21,31,40.03866289178395,-75.59086902156173
88,21,32,40.03680098258889,-75.58906856068188
89,21,31,40.03678300330344,-75.58950282203061
90,0,11,40.04002135867307,-75.60065447166957
91,0,10,40.042292689545945,-75.59831495393499
92,0,12,40.03360073735128,-75.5917924123813
93,0,11,40.04050610245215,-75.59419388597539
94,0,12,40.039615124002566,-75.59776101933546
95,0,11,40.03940845484346,-75.59826890953916
96,0,10,40.04078887613299,-75.59079254252813
97,0,11,40.0384164305229,-75.59407751791969
98,0,12,40.04468525453587,-75.60038573889776
99,0,11,40.03746887337765,-75.59678328260124
100,4,15,40.03622332706271,-75.60004694943389
101,4,14,40.040552209467776,-75.59225627266878
102,4,16,40.04360538210148,-75.59106341550905
