user_id,t_start,t_end,lat,lon
0,14,26,40.04310639717537,-75.60132747416513
1,14,26,40.03474637227615,-75.58998335967773
2,14,25,40.038700165418184,-75.59632340847419
3,14,24,40.03257410269735,-75.5951169894114
4,1,12,40.03868428758013,-75.59540544198767
5,1,13,40.038762084625155,-75.59668289033036
6,1,11,40.03865177189192,-75.59694474962633
7,1,12,40.03369886300569,-75.59233818781648
8,24,35,40.038471006847196,-75.5961103744132
9,24,36,40.03413655544719,-75.59748456655018
10,24,35,40.037428559319274,-75.59790186396184
11,24,35,40.04231372204231,-75.60135485402398
12,0,12,40.03683597982738,-75.60198995483593
13,0,10,40.0447442213445,-75.59222437436264
14,0,12,40.041132300290656,-75.59936553735467
15,0,12,40.038090267140156,-75.60211307232062
16,8,18,40.03633224760181,-75.60045000146113
17,8,18,40.04486409254099,-75.59255484660034
18,8,19,40.04277540084521,-75.59855753495329
19,8,19,40.03484318930675,-75.58901346942002
20,10,22,40.037798550016426,-75.5958692306568
21,10,21,40.03849763681469,-75.59708912722725
22,10,20,40.04006236802543,-75.59633059404133
23,10,22,40.037602110406304,-75.60360808534365
24,2,13,40.03812503532753,-75.59335753407724
25,2,12,40.039249605206834,-75.59836183275328
26,2,14,40.03855432592128,-75.59887730967618
27,2,12,40.036505401932914,-75.59165241517098
28,22,34,40.03809409475868,-75.60034770334465
29,22,33,40.040722821253226,-75.59926647903823
30,22,33,40.03969546072847,-75.59383464050106
31,22,33,40.03737916967084,-75.59476713147843
32,16,26,40.03675063214687,-75.60403207210827
33,16,26,40.04572256502357,-75.59561581384675
34,16,26,40.03540857197104,-75.60259618573635
35,16,27,40.03788297957799,-75.59685355140883
36,23,35,40.03744539056922,-75.60146783962672
37,23,34,40.0424005637049,-75.58895275546126
38,23,35,40.039002339190596,-75.6027641647122
39,23,34,40.04361640887789,-75.59497029744485
40,7,17,40.03803347273666,-75.5974276199135
41,7,18,40.039819090278954,-75.58763544349264
42,7,19,40.03328130433133,-75.59551652487909
43,7,17,40.04097137914191,-75.58842204302512
44,11,23,40.03721134506232,-75.59282811381921
45,11,22,40.03198910510134,-75.59773544490741
46,11,21,40.03954106360516,-75.59995251246114
47,11,23,40.038480931524596,-75.59710026114342
48,9,20,40.04240058679417,-75.59048076739369
49,9,19,40.03571012376043,-75.5947417173203
50,9,20,40.0382722232906,-75.60379492532203
51,9,20,40.03727758416196,-75.58751004377919
52,25,37,40.03928125793631,-75.60427025407787
53,25,35,40.036346606818995,-75.59212950919147
54,25,35,40.042101203576365,-75.59523015745994
55,25,36,40.03759117100333,-75.59584332298576
56,21,31,40.036486837280634,-75.58886478424832
57,21,32,40.03666863553372,-75.59666017677135
58,21,33,40.0386158090461,-75.59753193520861
59,21,31,40.042604804987135,-75.59817632821294
60,12,22,40.04257289342747,-75.59200332918705
61,12,24,40.034143288967975,-75.60337072743084
62,12,23,40.037365083364826,-75.5962056081816
63,12,24,40.03841670188603,-75.59637475683925
64,6,16,40.042890423468236,-75.59813624866918
65,6,18,40.03701150082498,-75.59506177712191
66,6,16,40.04169097391968,-75.58910587990282
67,6,16,40.03897067311851,-75.5914657107757
68,3,15,40.0381442147779,-75.59683451704922
69,3,13,40.0416570751081,-75.59044857867875
70,3,13,40.0376696174017,-75.60272250092646
71,3,15,40.04262116944212,-75.59248248851503
72,27,38,40.03845547353948,-75.59386074402654
73,27,39,40.03890932878341,-75.59888904020549
74,27,39,40.0342208364841,-75.60273980999683
75,27,37,40.03955437040934,-75.59583064099294
76,26,37,40.035332580725225,-75.59623064925232
77,26,38,40.03482295925707,-75.60196307079822
78,26,38,40.0433406881683,-75.59266972668065
79,26,38,40.03857252301174,-75.58758273590517
